,emotion,voc_channel,modality,intensity,actors,phrase,path
1098,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-03-02-02-01-19.wav
1099,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-03-02-02-02-19.wav
1100,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-01-01-01-19.wav
1101,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-01-01-02-19.wav
1102,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-01-02-01-19.wav
1103,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-01-02-02-19.wav
1104,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-02-01-01-19.wav
1105,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-02-01-02-19.wav
1106,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-02-02-01-19.wav
1107,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-04-02-02-02-19.wav
1108,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-01-01-01-19.wav
1109,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-01-01-02-19.wav
1110,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-01-02-01-19.wav
1111,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-01-02-02-19.wav
1112,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-02-01-01-19.wav
1113,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-02-01-02-19.wav
1114,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-02-02-01-19.wav
1115,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-05-02-02-02-19.wav
1116,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-01-01-01-19.wav
1117,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-01-01-02-19.wav
1118,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-01-02-01-19.wav
1119,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-01-02-02-19.wav
1120,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-02-01-01-19.wav
1121,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-02-01-02-19.wav
1122,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-02-02-01-19.wav
1123,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-06-02-02-02-19.wav
1124,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-01-01-01-19.wav
1125,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-01-01-02-19.wav
1126,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-01-02-01-19.wav
1127,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-01-02-02-19.wav
1128,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-02-01-01-19.wav
1129,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-02-01-02-19.wav
1130,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-02-02-01-19.wav
1131,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-07-02-02-02-19.wav
1132,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-01-01-01-19.wav
1133,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-01-01-02-19.wav
1134,surprised,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-01-02-01-19.wav
1135,surprised,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-01-02-02-19.wav
1136,surprised,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-02-01-01-19.wav
1137,surprised,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-02-01-02-19.wav
1138,surprised,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-02-02-01-19.wav
1139,surprised,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_19\03-01-08-02-02-02-19.wav
1140,neutral,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-01-01-01-01-20.wav
1141,neutral,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-01-01-01-02-20.wav
1142,neutral,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-01-01-02-01-20.wav
1143,neutral,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-01-01-02-02-20.wav
1144,calm,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-01-01-01-20.wav
1145,calm,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-01-01-02-20.wav
1146,calm,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-01-02-01-20.wav
1147,calm,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-01-02-02-20.wav
1148,calm,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-02-01-01-20.wav
1149,calm,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-02-01-02-20.wav
1150,calm,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-02-02-01-20.wav
1151,calm,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-02-02-02-02-20.wav
1152,happy,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-01-01-01-20.wav
1153,happy,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-01-01-02-20.wav
1154,happy,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-01-02-01-20.wav
1155,happy,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-01-02-02-20.wav
1156,happy,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-02-01-01-20.wav
1157,happy,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-02-01-02-20.wav
1158,happy,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-02-02-01-20.wav
1159,happy,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-03-02-02-02-20.wav
1160,sad,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-01-01-01-20.wav
1161,sad,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-01-01-02-20.wav
1162,sad,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-01-02-01-20.wav
1163,sad,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-01-02-02-20.wav
1164,sad,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-02-01-01-20.wav
1165,sad,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-02-01-02-20.wav
1166,sad,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-02-02-01-20.wav
1167,sad,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-04-02-02-02-20.wav
1168,angry,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-01-01-01-20.wav
1169,angry,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-01-01-02-20.wav
1170,angry,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-01-02-01-20.wav
1171,angry,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-01-02-02-20.wav
1172,angry,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-02-01-01-20.wav
1173,angry,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-02-01-02-20.wav
1174,angry,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-02-02-01-20.wav
1175,angry,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-05-02-02-02-20.wav
1176,fearful,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-01-01-01-20.wav
1177,fearful,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-01-01-02-20.wav
1178,fearful,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-01-02-01-20.wav
1179,fearful,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-01-02-02-20.wav
1180,fearful,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-02-01-01-20.wav
1181,fearful,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-02-01-02-20.wav
1182,fearful,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-02-02-01-20.wav
1183,fearful,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-06-02-02-02-20.wav
1184,disgust,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-01-01-01-20.wav
1185,disgust,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-01-01-02-20.wav
1186,disgust,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-01-02-01-20.wav
1187,disgust,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-01-02-02-20.wav
1188,disgust,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-02-01-01-20.wav
1189,disgust,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-02-01-02-20.wav
1190,disgust,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-02-02-01-20.wav
1191,disgust,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-07-02-02-02-20.wav
1192,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-01-01-01-20.wav
1193,surprised,speech,audio only,normal,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-01-01-02-20.wav
1194,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-01-02-01-20.wav
1195,surprised,speech,audio only,normal,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-01-02-02-20.wav
1196,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-02-01-01-20.wav
1197,surprised,speech,audio only,strong,female,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-02-01-02-20.wav
1198,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-02-02-01-20.wav
1199,surprised,speech,audio only,strong,female,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_20\03-01-08-02-02-02-20.wav
1200,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-01-01-01-01-21.wav
1201,neutral,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-01-01-01-02-21.wav
1202,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-01-01-02-01-21.wav
1203,neutral,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-01-01-02-02-21.wav
1204,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-01-01-01-21.wav
1205,calm,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-01-01-02-21.wav
1206,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-01-02-01-21.wav
1207,calm,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-01-02-02-21.wav
1208,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-02-01-01-21.wav
1209,calm,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-02-01-02-21.wav
1210,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-02-02-01-21.wav
1211,calm,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-02-02-02-02-21.wav
1212,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-01-01-01-21.wav
1213,happy,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-01-01-02-21.wav
1214,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-01-02-01-21.wav
1215,happy,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-01-02-02-21.wav
1216,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-02-01-01-21.wav
1217,happy,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-02-01-02-21.wav
1218,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-02-02-01-21.wav
1219,happy,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-03-02-02-02-21.wav
1220,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-01-01-01-21.wav
1221,sad,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-01-01-02-21.wav
1222,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-01-02-01-21.wav
1223,sad,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-01-02-02-21.wav
1224,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-02-01-01-21.wav
1225,sad,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-02-01-02-21.wav
1226,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-02-02-01-21.wav
1227,sad,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-04-02-02-02-21.wav
1228,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-01-01-01-21.wav
1229,angry,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-01-01-02-21.wav
1230,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-01-02-01-21.wav
1231,angry,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-01-02-02-21.wav
1232,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-02-01-01-21.wav
1233,angry,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-02-01-02-21.wav
1234,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-02-02-01-21.wav
1235,angry,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-05-02-02-02-21.wav
1236,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-01-01-01-21.wav
1237,fearful,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-01-01-02-21.wav
1238,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-01-02-01-21.wav
1239,fearful,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-01-02-02-21.wav
1240,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-02-01-01-21.wav
1241,fearful,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-02-01-02-21.wav
1242,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-02-02-01-21.wav
1243,fearful,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-06-02-02-02-21.wav
1244,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-01-01-01-21.wav
1245,disgust,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-01-01-02-21.wav
1246,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-01-02-01-21.wav
1247,disgust,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-01-02-02-21.wav
1248,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-02-01-01-21.wav
1249,disgust,speech,audio only,strong,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-02-01-02-21.wav
1250,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-02-02-01-21.wav
1251,disgust,speech,audio only,strong,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-07-02-02-02-21.wav
1252,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-08-01-01-01-21.wav
1253,surprised,speech,audio only,normal,male,Kids are talking by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-08-01-01-02-21.wav
1254,surprised,speech,audio only,normal,male,Dogs are sitting by the door,C:\Users\mary-\PycharmProjects\emotion\Emotion_Recognition\data\data\Actor_21\03-01-08-01-02-01-21.wav
